Reserved;Main menu;Sub menu 1;Sub menu 2;Sub menu 3;Subsystem IDX;Object IDX;Attribute IDX;Menu Type;Enum Name;Max Digits;Number of dp's;Units Table;Access Rights (read only);Access Rights (standard);Access Rights (advanced);Access Rights (service);English;German;French;Espanol;Italian;Dutch;Danish;Swedish;Finish;Polish;Russian;Chinese
;;;;Accuracy In High Samp.;CDT_IDX;CDT_IDX_accuracyHigh;0;NUMERICAL PARAM;;1;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Accuracy In High Samp.;Accuracy In High Samp.;Accuracy In High Samp.;;;;;;;;;
;;;;Accuracy In Mid Samp.;CDT_IDX;CDT_IDX_accuracyMiddle;0;NUMERICAL PARAM;;1;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Accuracy In Mid Samp.;Accuracy In Mid Samp.;Accuracy In Mid Samp.;;;;;;;;;
;;;;Accuracy In Low Samp.;CDT_IDX;CDT_IDX_accuracyLow;0;NUMERICAL PARAM;;1;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Accuracy In Low Samp.;Accuracy In Low Samp.;Accuracy In Low Samp.;;;;;;;;;
;;;Gain Control;;;;;MENU;;;;;;;;;Gain Control;Gain Control;Gain Control;;;;;;;;;
;;;;Analogue Gain;CDT_IDX;CDT_IDX_analogGain;0;ENUM PARAM;;;;Not Used;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Analogue Gain;Analogue Gain;Analogue Gain;;;;;;;;;
;;;;;;;;;GAIN_CONTROL_1TIMES;;;;;;;;1 times;1 fach;1 fois;;;;;;;;;
;;;;;;;;;GAIN_CONTROL_2TIMES;;;;;;;;2 times;2 fach;2 fois;;;;;;;;;
;;;;;;;;;GAIN_CONTROL_4TIMES;;;;;;;;4 times;4 fach;4 fois;;;;;;;;;
;;;;;;;;;GAIN_CONTROL_8TIMES;;;;;;;;8 times;8 fach;8 fois;;;;;;;;;
;;;;Gain Ctrl On;CDT_IDX;CDT_IDX_gainCtrl;0;ENUM PARAM;;;;Not Used;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Gain Ctrl On;Gain Ctrl On;Gain Ctrl On;;;;;;;;;
;;;;Gain Low Thld.;CDT_IDX;CDT_IDX_gainLowThresh;0;NUMERICAL PARAM;;6;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Gain Low Thld.;Gain Low Thld.;Gain Low Thld.;;;;;;;;;
;;;;Gain High Thld.;CDT_IDX;CDT_IDX_gainHighThresh;0;NUMERICAL PARAM;;6;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Gain High Thld.;Gain High Thld.;Gain High Thld.;;;;;;;;;
;;;;Margin In Freq;CDT_IDX;CDT_IDX_gainMarginFreq;0;NUMERICAL PARAM;;4;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Margin In Freq;Margin In Freq;Margin In Freq;;;;;;;;;
;;;;Gain Max Shift;CDT_IDX;CDT_IDX_gainMaxShift;0;NUMERICAL PARAM;;1;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Gain Max Shift;Gain Max Shift;Gain Max Shift;;;;;;;;;
;;;Auto Zero Function;;;;;MENU;;;;;;;;;Auto Zero Function;Auto Zero Function;Auto Zero Function;;;;;;;;;
;;;;Low Flow Thld. On;CDT_IDX;CDT_IDX_lowFlowThreshOn;0;ENUM PARAM;;;;Not Used;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Low Flow Thld. On;Low Flow Thld. On;Low Flow Thld. On;;;;;;;;;
;;;;Low Flow Thld.;CDT_IDX;CDT_IDX_lowFlowThresh;0;NUMERICAL PARAM;;4;0;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Low Flow Thld.;Low Flow Thld.;Low Flow Thld.;;;;;;;;;
;;;;Coefficient;CDT_IDX;CDT_IDX_lowFlowThreshCoef;0;NUMERICAL PARAM;;2;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Coefficient;Coefficient;Coefficient;;;;;;;;;
;;;;Noise Samp. Size;CDT_IDX;CDT_IDX_noiseSampSize;0;NUMERICAL PARAM;;1;0;;1 Read/Write;1 Read/Write;1 Read/Write;1 Read/Write;Noise Samp. Size;Noise Samp. Size;Noise Samp. Size;;;;;;;;;
;;;Freq Range;;;;;MENU;;;;;;;;;Freq Range;Freq Range;Freq Range;;;;;;;;;
;;;;Static Decimation Bits;CDT_IDX;CDT_IDX_staticDecimation;0;NUMERICAL PARAM;;1;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Static Decimation Bits;Static Decimation Bits;Static Decimation Bits;;;;;;;;;
;;;;Middle Decimation Bits;CDT_IDX;CDT_IDX_middleBufDecimation;0;NUMERICAL PARAM;;1;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Middle Decimation Bits;Middle Decimation Bits;Middle Decimation Bits;;;;;;;;;
;;;;Max Freq;CDT_IDX;CDT_IDX_maxFlowFreq;0;NUMERICAL PARAM;;7;2;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Max Freq;Max Freq;Max Freq;;;;;;;;;
;;;;Min Freq;CDT_IDX;CDT_IDX_minFlowFreq;0;NUMERICAL PARAM;;7;2;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Min Freq;Min Freq;Min Freq;;;;;;;;;
;;;;Min Margin;CDT_IDX;CDT_IDX_freqMinMarginPer;0;NUMERICAL PARAM;;2;0;%;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Min Margin;Min Margin;Min Margin;;;;;;;;;
;;;;Max Margin;CDT_IDX;CDT_IDX_freqMaxMarginPer;0;NUMERICAL PARAM;;2;0;%;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Max Margin;Max Margin;Max Margin;;;;;;;;;
;;Factory Defaults;;;;;;MENU;;;;;;;;;Factory Defaults;Factory Defaults;Factory Defaults;;;;;;;;;
;;;Save As Fact. Def;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_saveAllAsDefault;0;AUTO ADJUST;;;;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Save As Fact. Def;Save As Fact. Def;Save As Fact. Def;;;;;;;;;
;;;Reset To Fact. Def;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_resetAllToDefault;0;AUTO ADJUST;;;;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Reset To Fact. Def;Reset To Fact. Def;Reset To Fact. Def;;;;;;;;;
;;Force Replace;;;CDT_IDX;CDT_IDX_forceReplace;0;ENUM PARAM;;;;Not Used;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Force Replace;Force Replace;Force Replace;;;;;;;;;
;;;;;;;;;FORCE_REPLACE_NONE;;;;;;;;None;Ohne;Aucun;;;;;;;;;
;;;;;;;;;FORCE_REPLACE_FE_TO_CB_COMMON_ONLY;;;;;;;;FE to CB Comm.;FE to CB Comm.;Comm. FE vers CB ;;;;;;;;;
;;;;;;;;;FORCE_REPLACE_FE_TO_CB;;;;;;;;FE to CB;FE to CB;FE vers CB;;;;;;;;;
;;;;;;;;;FORCE_REPLACE_CB_TO_FE;;;;;;;;CB to FE;CB to FE;CB vers FE;;;;;;;;;
